model,dataset,stem,label,score
audioseal,spoofed,E_0001178823,0,0.045783448964357376
audioseal,spoofed,E_0001178823,1,1.0
audioseal,spoofed,E_0001239116,0,0.6087899208068848
audioseal,spoofed,E_0001239116,1,1.0
audioseal,spoofed,E_0001253940,0,0.148362934589386
audioseal,spoofed,E_0001253940,1,1.0
audioseal,spoofed,E_0001259916,0,0.0015529857482761145
audioseal,spoofed,E_0001259916,1,1.0
audioseal,spoofed,E_0001278849,0,0.0
audioseal,spoofed,E_0001278849,1,1.0
audioseal,spoofed,E_0001293097,0,0.027530286461114883
audioseal,spoofed,E_0001293097,1,0.999916672706604
audioseal,spoofed,E_0001326075,0,0.35344669222831726
audioseal,spoofed,E_0001326075,1,1.0
audioseal,spoofed,E_0001356245,0,0.0020658355206251144
audioseal,spoofed,E_0001356245,1,1.0
audioseal,spoofed,E_0001366709,0,0.029176268726587296
audioseal,spoofed,E_0001366709,1,1.0
audioseal,spoofed,E_0001409042,0,0.3514823019504547
audioseal,spoofed,E_0001409042,1,1.0
audioseal,spoofed,E_0001478630,0,0.0
audioseal,spoofed,E_0001478630,1,1.0
audioseal,spoofed,E_0001502563,0,0.0022328579798340797
audioseal,spoofed,E_0001502563,1,1.0
audioseal,spoofed,E_0001525085,0,0.00409754877910018
audioseal,spoofed,E_0001525085,1,1.0
audioseal,spoofed,E_0001578323,0,4.6406941692112014e-05
audioseal,spoofed,E_0001578323,1,1.0
audioseal,spoofed,E_0001589359,0,0.0
audioseal,spoofed,E_0001589359,1,1.0
audioseal,spoofed,E_0001596764,0,0.006215434987097979
audioseal,spoofed,E_0001596764,1,1.0
audioseal,spoofed,E_0001602811,0,0.05479561910033226
audioseal,spoofed,E_0001602811,1,1.0
audioseal,spoofed,E_0001621932,0,0.23979376256465912
audioseal,spoofed,E_0001621932,1,1.0
audioseal,spoofed,E_0001706008,0,0.0
audioseal,spoofed,E_0001706008,1,1.0
audioseal,spoofed,E_0001706021,0,0.0
audioseal,spoofed,E_0001706021,1,1.0
audioseal,spoofed,E_0001779618,0,0.0
audioseal,spoofed,E_0001779618,1,1.0
audioseal,spoofed,E_0001786480,0,0.0012516521383076906
audioseal,spoofed,E_0001786480,1,0.9998862147331238
audioseal,spoofed,E_0001811782,0,0.0053063323721289635
audioseal,spoofed,E_0001811782,1,1.0
audioseal,spoofed,E_0001821646,0,0.000926487089600414
audioseal,spoofed,E_0001821646,1,0.9996725916862488
audioseal,spoofed,E_0001830486,0,0.0
audioseal,spoofed,E_0001830486,1,1.0
audioseal,spoofed,E_0001865690,0,0.0
audioseal,spoofed,E_0001865690,1,0.9999039769172668
audioseal,spoofed,E_0001870600,0,0.007252921815961599
audioseal,spoofed,E_0001870600,1,1.0
audioseal,spoofed,E_0001878898,0,0.0
audioseal,spoofed,E_0001878898,1,1.0
audioseal,spoofed,E_0001886791,0,0.0
audioseal,spoofed,E_0001886791,1,0.9997975826263428
audioseal,spoofed,E_0001908780,0,0.45393067598342896
audioseal,spoofed,E_0001908780,1,1.0
audioseal,spoofed,E_0001936854,0,0.012572398409247398
audioseal,spoofed,E_0001936854,1,1.0
audioseal,spoofed,E_0001941524,0,0.1688118875026703
audioseal,spoofed,E_0001941524,1,1.0
audioseal,spoofed,E_0002119027,0,0.3353622555732727
audioseal,spoofed,E_0002119027,1,1.0
audioseal,spoofed,E_0002258045,0,0.001054393476806581
audioseal,spoofed,E_0002258045,1,1.0
audioseal,spoofed,E_0002332281,0,0.024974275380373
audioseal,spoofed,E_0002332281,1,1.0
audioseal,spoofed,E_0002395442,0,0.05346307158470154
audioseal,spoofed,E_0002395442,1,1.0
audioseal,spoofed,E_0002447434,0,0.00045482738642022014
audioseal,spoofed,E_0002447434,1,1.0
audioseal,spoofed,E_0002476724,0,0.0
audioseal,spoofed,E_0002476724,1,1.0
audioseal,spoofed,E_0002481762,0,0.29566052556037903
audioseal,spoofed,E_0002481762,1,1.0
audioseal,spoofed,E_0002492275,0,0.003887552535161376
audioseal,spoofed,E_0002492275,1,1.0
audioseal,spoofed,E_0002523775,0,0.0
audioseal,spoofed,E_0002523775,1,1.0
audioseal,spoofed,E_0002533527,0,0.028022509068250656
audioseal,spoofed,E_0002533527,1,1.0
audioseal,spoofed,E_0002612888,0,0.01877947337925434
audioseal,spoofed,E_0002612888,1,1.0
audioseal,spoofed,E_0002687729,0,0.0
audioseal,spoofed,E_0002687729,1,1.0
audioseal,spoofed,E_0002728334,0,0.08483459800481796
audioseal,spoofed,E_0002728334,1,1.0
audioseal,spoofed,E_0002768385,0,0.0
audioseal,spoofed,E_0002768385,1,1.0
audioseal,spoofed,E_0002810578,0,0.006022413726896048
audioseal,spoofed,E_0002810578,1,1.0
audioseal,spoofed,E_0002833565,0,0.0
audioseal,spoofed,E_0002833565,1,1.0
audioseal,spoofed,E_0002922537,0,0.010245658457279205
audioseal,spoofed,E_0002922537,1,1.0
audioseal,spoofed,E_0002976653,0,0.006711548659950495
audioseal,spoofed,E_0002976653,1,1.0
audioseal,spoofed,E_0002984631,0,0.0
audioseal,spoofed,E_0002984631,1,1.0
audioseal,spoofed,E_0003010105,0,0.0006824712618254125
audioseal,spoofed,E_0003010105,1,1.0
audioseal,spoofed,E_0003020870,0,0.09682132303714752
audioseal,spoofed,E_0003020870,1,1.0
audioseal,spoofed,E_0003026131,0,0.014388489536941051
audioseal,spoofed,E_0003026131,1,1.0
audioseal,spoofed,E_0003035489,0,0.0
audioseal,spoofed,E_0003035489,1,1.0
audioseal,spoofed,E_0003212174,0,0.0
audioseal,spoofed,E_0003212174,1,1.0
audioseal,spoofed,E_0003222587,0,0.0
audioseal,spoofed,E_0003222587,1,1.0
audioseal,spoofed,E_0003234522,0,0.38235971331596375
audioseal,spoofed,E_0003234522,1,1.0
audioseal,spoofed,E_0003277436,0,0.09223485738039017
audioseal,spoofed,E_0003277436,1,0.9998390078544617
audioseal,spoofed,E_0003286202,0,0.0010062659857794642
audioseal,spoofed,E_0003286202,1,1.0
audioseal,spoofed,E_0003312290,0,0.0
audioseal,spoofed,E_0003312290,1,1.0
audioseal,spoofed,E_0003332247,0,0.3517427444458008
audioseal,spoofed,E_0003332247,1,1.0
audioseal,spoofed,E_0003336437,0,0.0
audioseal,spoofed,E_0003336437,1,1.0
audioseal,spoofed,E_0003340157,0,0.014852284453809261
audioseal,spoofed,E_0003340157,1,1.0
audioseal,spoofed,E_0003439865,0,0.0
audioseal,spoofed,E_0003439865,1,1.0
audioseal,spoofed,E_0003452038,0,0.0
audioseal,spoofed,E_0003452038,1,0.9996339678764343
audioseal,spoofed,E_0003483731,0,0.01659226231276989
audioseal,spoofed,E_0003483731,1,1.0
audioseal,spoofed,E_0003506496,0,0.0
audioseal,spoofed,E_0003506496,1,1.0
audioseal,spoofed,E_0003508554,0,0.0
audioseal,spoofed,E_0003508554,1,1.0
audioseal,spoofed,E_0003516743,0,0.0
audioseal,spoofed,E_0003516743,1,1.0
audioseal,spoofed,E_0003636012,0,0.0014340735506266356
audioseal,spoofed,E_0003636012,1,1.0
audioseal,spoofed,E_0003868134,0,0.0
audioseal,spoofed,E_0003868134,1,1.0
audioseal,spoofed,E_0003890574,0,0.01565448008477688
audioseal,spoofed,E_0003890574,1,1.0
audioseal,spoofed,E_0003895154,0,0.0
audioseal,spoofed,E_0003895154,1,0.999910295009613
audioseal,spoofed,E_0003975007,0,0.1444290578365326
audioseal,spoofed,E_0003975007,1,1.0
audioseal,spoofed,E_0004037241,0,0.0
audioseal,spoofed,E_0004037241,1,1.0
audioseal,spoofed,E_0004038216,0,0.30253371596336365
audioseal,spoofed,E_0004038216,1,1.0
audioseal,spoofed,E_0004140330,0,0.0
audioseal,spoofed,E_0004140330,1,1.0
audioseal,spoofed,E_0004150634,0,0.0
audioseal,spoofed,E_0004150634,1,1.0
audioseal,spoofed,E_0004180511,0,0.023286981508135796
audioseal,spoofed,E_0004180511,1,1.0
audioseal,spoofed,E_0004263944,0,0.0617830827832222
audioseal,spoofed,E_0004263944,1,0.9999706745147705
audioseal,spoofed,E_0004298649,0,0.0
audioseal,spoofed,E_0004298649,1,1.0
audioseal,spoofed,E_0004367644,0,0.02776631899178028
audioseal,spoofed,E_0004367644,1,1.0
audioseal,spoofed,E_0004392253,0,0.001619851216673851
audioseal,spoofed,E_0004392253,1,1.0
audioseal,spoofed,E_0004490708,0,0.004272958729416132
audioseal,spoofed,E_0004490708,1,1.0
audioseal,spoofed,E_0004541374,0,0.0
audioseal,spoofed,E_0004541374,1,1.0
audioseal,spoofed,E_0004551471,0,0.0
audioseal,spoofed,E_0004551471,1,1.0
audioseal,spoofed,E_0004552234,0,0.023789912462234497
audioseal,spoofed,E_0004552234,1,1.0
audioseal,spoofed,E_0004621745,0,0.0
audioseal,spoofed,E_0004621745,1,1.0
audioseal,spoofed,E_0004647660,0,0.0
audioseal,spoofed,E_0004647660,1,1.0
audioseal,spoofed,E_0004680698,0,0.2351212352514267
audioseal,spoofed,E_0004680698,1,1.0
audioseal,spoofed,E_0004704800,0,0.0
audioseal,spoofed,E_0004704800,1,1.0
audioseal,spoofed,E_0004706635,0,0.002071307273581624
audioseal,spoofed,E_0004706635,1,1.0
audioseal,spoofed,E_0004790175,0,0.0
audioseal,spoofed,E_0004790175,1,1.0
audioseal,spoofed,E_0004829349,0,0.05145106092095375
audioseal,spoofed,E_0004829349,1,1.0
audioseal,spoofed,E_0004859830,0,0.0
audioseal,spoofed,E_0004859830,1,1.0
audioseal,spoofed,E_0004894264,0,0.13689523935317993
audioseal,spoofed,E_0004894264,1,1.0
audioseal,spoofed,E_0004970342,0,0.0692983865737915
audioseal,spoofed,E_0004970342,1,1.0
audioseal,spoofed,E_0005012694,0,0.0
audioseal,spoofed,E_0005012694,1,1.0
audioseal,spoofed,E_0005092163,0,0.0009415795793756843
audioseal,spoofed,E_0005092163,1,1.0
audioseal,spoofed,E_0005093203,0,0.000915955810341984
audioseal,spoofed,E_0005093203,1,1.0
audioseal,spoofed,E_0005094127,0,0.0
audioseal,spoofed,E_0005094127,1,1.0
audioseal,spoofed,E_0005113478,0,0.0014891696628183126
audioseal,spoofed,E_0005113478,1,1.0
audioseal,spoofed,E_0005222211,0,0.0
audioseal,spoofed,E_0005222211,1,1.0
audioseal,spoofed,E_0005267978,0,0.0
audioseal,spoofed,E_0005267978,1,1.0
audioseal,spoofed,E_0005309742,0,0.027050601318478584
audioseal,spoofed,E_0005309742,1,1.0
audioseal,spoofed,E_0005364619,0,0.0
audioseal,spoofed,E_0005364619,1,1.0
audioseal,spoofed,E_0005387705,0,0.007584541104733944
audioseal,spoofed,E_0005387705,1,1.0
audioseal,spoofed,E_0005444244,0,0.0
audioseal,spoofed,E_0005444244,1,1.0
audioseal,spoofed,E_0005448472,0,0.010260989889502525
audioseal,spoofed,E_0005448472,1,1.0
audioseal,spoofed,E_0005465601,0,0.004996573086827993
audioseal,spoofed,E_0005465601,1,1.0
audioseal,spoofed,E_0005582328,0,0.0016799597069621086
audioseal,spoofed,E_0005582328,1,1.0
audioseal,spoofed,E_0005610176,0,0.0
audioseal,spoofed,E_0005610176,1,1.0
audioseal,spoofed,E_0005626349,0,0.20590054988861084
audioseal,spoofed,E_0005626349,1,1.0
audioseal,spoofed,E_0005651791,0,0.0025096568278968334
audioseal,spoofed,E_0005651791,1,1.0
audioseal,spoofed,E_0005660821,0,0.03307086601853371
audioseal,spoofed,E_0005660821,1,1.0
audioseal,spoofed,E_0005671523,0,0.1755724549293518
audioseal,spoofed,E_0005671523,1,1.0
audioseal,spoofed,E_0005698181,0,0.0
audioseal,spoofed,E_0005698181,1,1.0
audioseal,spoofed,E_0005763141,0,0.003893173998221755
audioseal,spoofed,E_0005763141,1,1.0
audioseal,spoofed,E_0005779091,0,0.14363031089305878
audioseal,spoofed,E_0005779091,1,1.0
audioseal,spoofed,E_0005785691,0,0.1679150015115738
audioseal,spoofed,E_0005785691,1,1.0
audioseal,spoofed,E_0005818493,0,0.0
audioseal,spoofed,E_0005818493,1,1.0
audioseal,spoofed,E_0005831644,0,0.0673384740948677
audioseal,spoofed,E_0005831644,1,1.0
audioseal,spoofed,E_0005847401,0,0.0
audioseal,spoofed,E_0005847401,1,1.0
audioseal,spoofed,E_0005852589,0,0.007599666714668274
audioseal,spoofed,E_0005852589,1,1.0
audioseal,spoofed,E_0005960350,0,0.026186447590589523
audioseal,spoofed,E_0005960350,1,1.0
audioseal,spoofed,E_0006022144,0,0.01653105393052101
audioseal,spoofed,E_0006022144,1,1.0
audioseal,spoofed,E_0006082825,0,0.0954580307006836
audioseal,spoofed,E_0006082825,1,1.0
audioseal,spoofed,E_0006106883,0,0.1914503127336502
audioseal,spoofed,E_0006106883,1,1.0
audioseal,spoofed,E_0006118542,0,0.26153382658958435
audioseal,spoofed,E_0006118542,1,1.0
audioseal,spoofed,E_0006135494,0,0.0
audioseal,spoofed,E_0006135494,1,1.0
audioseal,spoofed,E_0006142304,0,0.02679920196533203
audioseal,spoofed,E_0006142304,1,1.0
audioseal,spoofed,E_0006168140,0,0.0017955905059352517
audioseal,spoofed,E_0006168140,1,0.999868631362915
audioseal,spoofed,E_0006172546,0,0.0
audioseal,spoofed,E_0006172546,1,1.0
audioseal,spoofed,E_0006203818,0,0.006223434116691351
audioseal,spoofed,E_0006203818,1,0.9931830763816833
audioseal,spoofed,E_0006211666,0,0.0
audioseal,spoofed,E_0006211666,1,1.0
audioseal,spoofed,E_0006255348,0,0.006385886576026678
audioseal,spoofed,E_0006255348,1,1.0
audioseal,spoofed,E_0006285134,0,0.0354352742433548
audioseal,spoofed,E_0006285134,1,1.0
audioseal,spoofed,E_0006374044,0,0.0
audioseal,spoofed,E_0006374044,1,1.0
audioseal,spoofed,E_0006407657,0,0.0
audioseal,spoofed,E_0006407657,1,1.0
audioseal,spoofed,E_0006601716,0,0.0
audioseal,spoofed,E_0006601716,1,1.0
audioseal,spoofed,E_0006612027,0,0.00023835587489884347
audioseal,spoofed,E_0006612027,1,1.0
audioseal,spoofed,E_0006734182,0,0.010636820457875729
audioseal,spoofed,E_0006734182,1,1.0
audioseal,spoofed,E_0006748188,0,0.0
audioseal,spoofed,E_0006748188,1,1.0
audioseal,spoofed,E_0006760490,0,0.0
audioseal,spoofed,E_0006760490,1,1.0
audioseal,spoofed,E_0006928058,0,0.0
audioseal,spoofed,E_0006928058,1,0.9999923706054688
audioseal,spoofed,E_0007031856,0,0.004091345705091953
audioseal,spoofed,E_0007031856,1,0.9997355937957764
audioseal,spoofed,E_0007044173,0,0.00311968638561666
audioseal,spoofed,E_0007044173,1,1.0
audioseal,spoofed,E_0007178506,0,0.008324705064296722
audioseal,spoofed,E_0007178506,1,1.0
audioseal,spoofed,E_0007232647,0,0.0015116534195840359
audioseal,spoofed,E_0007232647,1,1.0
audioseal,spoofed,E_0007276592,0,0.13895632326602936
audioseal,spoofed,E_0007276592,1,1.0
audioseal,spoofed,E_0007321083,0,0.02482723258435726
audioseal,spoofed,E_0007321083,1,1.0
audioseal,spoofed,E_0007347932,0,0.28268125653266907
audioseal,spoofed,E_0007347932,1,1.0
audioseal,spoofed,E_0007397972,0,0.41088753938674927
audioseal,spoofed,E_0007397972,1,1.0
audioseal,spoofed,E_0007454880,0,0.0
audioseal,spoofed,E_0007454880,1,1.0
audioseal,spoofed,E_0007461642,0,0.00042929768096655607
audioseal,spoofed,E_0007461642,1,1.0
audioseal,spoofed,E_0007544041,0,0.06355787068605423
audioseal,spoofed,E_0007544041,1,1.0
audioseal,spoofed,E_0007577714,0,0.0
audioseal,spoofed,E_0007577714,1,1.0
audioseal,spoofed,E_0007578609,0,0.09065517038106918
audioseal,spoofed,E_0007578609,1,0.9999215006828308
audioseal,spoofed,E_0007652850,0,0.0024553698021918535
audioseal,spoofed,E_0007652850,1,1.0
audioseal,spoofed,E_0007893774,0,0.008102145977318287
audioseal,spoofed,E_0007893774,1,0.999833345413208
audioseal,spoofed,E_0007916945,0,0.0
audioseal,spoofed,E_0007916945,1,1.0
audioseal,spoofed,E_0007922223,0,0.0
audioseal,spoofed,E_0007922223,1,1.0
audioseal,spoofed,E_0007967856,0,0.0
audioseal,spoofed,E_0007967856,1,0.9999404549598694
audioseal,spoofed,E_0007981693,0,0.0
audioseal,spoofed,E_0007981693,1,1.0
audioseal,spoofed,E_0007988192,0,0.007965965196490288
audioseal,spoofed,E_0007988192,1,0.9997727870941162
audioseal,spoofed,E_0008039053,0,0.0
audioseal,spoofed,E_0008039053,1,1.0
audioseal,spoofed,E_0008133274,0,0.27793535590171814
audioseal,spoofed,E_0008133274,1,1.0
audioseal,spoofed,E_0008142959,0,0.0
audioseal,spoofed,E_0008142959,1,0.999743640422821
audioseal,spoofed,E_0008234408,0,0.00025214123888872564
audioseal,spoofed,E_0008234408,1,1.0
audioseal,spoofed,E_0008246230,0,0.015268952585756779
audioseal,spoofed,E_0008246230,1,1.0
audioseal,spoofed,E_0008254680,0,0.0
audioseal,spoofed,E_0008254680,1,1.0
audioseal,spoofed,E_0008292813,0,0.0
audioseal,spoofed,E_0008292813,1,1.0
audioseal,spoofed,E_0008308722,0,0.0
audioseal,spoofed,E_0008308722,1,1.0
audioseal,spoofed,E_0008325027,0,0.01441200077533722
audioseal,spoofed,E_0008325027,1,1.0
audioseal,spoofed,E_0008493026,0,0.0
audioseal,spoofed,E_0008493026,1,1.0
audioseal,spoofed,E_0008582937,0,0.0
audioseal,spoofed,E_0008582937,1,1.0
audioseal,spoofed,E_0008681146,0,0.3248744606971741
audioseal,spoofed,E_0008681146,1,0.9998232126235962
audioseal,spoofed,E_0008705369,0,0.0
audioseal,spoofed,E_0008705369,1,1.0
audioseal,spoofed,E_0008742439,0,0.0
audioseal,spoofed,E_0008742439,1,1.0
audioseal,spoofed,E_0008778383,0,0.0015227182302623987
audioseal,spoofed,E_0008778383,1,1.0
audioseal,spoofed,E_0008778609,0,0.0
audioseal,spoofed,E_0008778609,1,1.0
audioseal,spoofed,E_0008818363,0,0.003287955652922392
audioseal,spoofed,E_0008818363,1,1.0
audioseal,spoofed,E_0008832850,0,0.11530449986457825
audioseal,spoofed,E_0008832850,1,0.9998264312744141
audioseal,spoofed,E_0008840837,0,0.01058056391775608
audioseal,spoofed,E_0008840837,1,1.0
audioseal,spoofed,E_0008913475,0,0.16627760231494904
audioseal,spoofed,E_0008913475,1,1.0
audioseal,spoofed,E_0008951092,0,0.00029825480305589736
audioseal,spoofed,E_0008951092,1,1.0
audioseal,spoofed,E_0008956818,0,0.017895735800266266
audioseal,spoofed,E_0008956818,1,1.0
audioseal,spoofed,E_0008982215,0,0.0024291498120874166
audioseal,spoofed,E_0008982215,1,1.0
audioseal,spoofed,E_0009028357,0,0.0010931473225355148
audioseal,spoofed,E_0009028357,1,1.0
audioseal,spoofed,E_0009041645,0,0.0
audioseal,spoofed,E_0009041645,1,1.0
audioseal,spoofed,E_0009056179,0,0.0
audioseal,spoofed,E_0009056179,1,1.0
audioseal,spoofed,E_0009057283,0,0.0
audioseal,spoofed,E_0009057283,1,1.0
audioseal,spoofed,E_0009191130,0,0.0009149402612820268
audioseal,spoofed,E_0009191130,1,1.0
audioseal,spoofed,E_0009210096,0,0.0
audioseal,spoofed,E_0009210096,1,1.0
audioseal,spoofed,E_0009252414,0,0.30169662833213806
audioseal,spoofed,E_0009252414,1,0.9999470710754395
audioseal,spoofed,E_0009276318,0,0.0
audioseal,spoofed,E_0009276318,1,0.9999335408210754
audioseal,spoofed,E_0009294814,0,0.0027716041076928377
audioseal,spoofed,E_0009294814,1,1.0
audioseal,spoofed,E_0009296868,0,0.0201860498636961
audioseal,spoofed,E_0009296868,1,1.0
audioseal,spoofed,E_0009334964,0,0.4177505075931549
audioseal,spoofed,E_0009334964,1,1.0
audioseal,spoofed,E_0009354034,0,0.01925981044769287
audioseal,spoofed,E_0009354034,1,1.0
audioseal,spoofed,E_0009355584,0,0.009840171784162521
audioseal,spoofed,E_0009355584,1,1.0
audioseal,spoofed,E_0009384898,0,0.0
audioseal,spoofed,E_0009384898,1,1.0
audioseal,spoofed,E_0009386254,0,0.0
audioseal,spoofed,E_0009386254,1,1.0
audioseal,spoofed,E_0009509266,0,0.00023565374431200325
audioseal,spoofed,E_0009509266,1,0.9999125003814697
audioseal,spoofed,E_0009612135,0,0.06943806260824203
audioseal,spoofed,E_0009612135,1,1.0
audioseal,spoofed,E_0009729190,0,0.0008304237271659076
audioseal,spoofed,E_0009729190,1,1.0
audioseal,spoofed,E_0009731399,0,0.0
audioseal,spoofed,E_0009731399,1,1.0
audioseal,spoofed,E_0009770078,0,0.0
audioseal,spoofed,E_0009770078,1,1.0
audioseal,spoofed,E_0009772537,0,0.0
audioseal,spoofed,E_0009772537,1,1.0
audioseal,spoofed,E_0009795866,0,0.0
audioseal,spoofed,E_0009795866,1,1.0
audioseal,spoofed,E_0009844367,0,0.1756087690591812
audioseal,spoofed,E_0009844367,1,1.0
audioseal,spoofed,E_0009860508,0,0.014529227279126644
audioseal,spoofed,E_0009860508,1,1.0
audioseal,spoofed,E_0009864863,0,0.02759218029677868
audioseal,spoofed,E_0009864863,1,1.0
audioseal,spoofed,E_0009906267,0,0.0
audioseal,spoofed,E_0009906267,1,1.0
audioseal,spoofed,E_0009924368,0,0.0004573159385472536
audioseal,spoofed,E_0009924368,1,1.0
audioseal,spoofed,E_0009938323,0,0.010888341814279556
audioseal,spoofed,E_0009938323,1,1.0
wavmark,bonafide,E_0000068801,0,0.0
wavmark,bonafide,E_0000068801,1,1.0
wavmark,bonafide,E_0000077580,0,0.0
wavmark,bonafide,E_0000077580,1,1.0
wavmark,bonafide,E_0000078124,0,0.0
wavmark,bonafide,E_0000078124,1,1.0
wavmark,bonafide,E_0000106887,0,0.0
wavmark,bonafide,E_0000106887,1,1.0
wavmark,bonafide,E_0000246429,0,0.0
wavmark,bonafide,E_0000246429,1,1.0
wavmark,bonafide,E_0000257343,0,0.0
wavmark,bonafide,E_0000257343,1,1.0
wavmark,bonafide,E_0000277012,0,0.0
wavmark,bonafide,E_0000277012,1,1.0
wavmark,bonafide,E_0000351484,0,0.0
wavmark,bonafide,E_0000351484,1,1.0
wavmark,bonafide,E_0000421660,0,0.0
wavmark,bonafide,E_0000421660,1,1.0
wavmark,bonafide,E_0000430642,0,0.0
wavmark,bonafide,E_0000430642,1,1.0
wavmark,bonafide,E_0000439319,0,0.0
wavmark,bonafide,E_0000439319,1,1.0
wavmark,bonafide,E_0000485164,0,0.0
wavmark,bonafide,E_0000485164,1,1.0
wavmark,bonafide,E_0000551472,0,0.0
wavmark,bonafide,E_0000551472,1,1.0
wavmark,bonafide,E_0000627064,0,0.0
wavmark,bonafide,E_0000627064,1,1.0
wavmark,bonafide,E_0000657716,0,0.0
wavmark,bonafide,E_0000657716,1,1.0
wavmark,bonafide,E_0000684645,0,0.0
wavmark,bonafide,E_0000684645,1,1.0
wavmark,bonafide,E_0000688823,0,0.0
wavmark,bonafide,E_0000688823,1,1.0
wavmark,bonafide,E_0000704813,0,0.0
wavmark,bonafide,E_0000704813,1,1.0
wavmark,bonafide,E_0000709671,0,0.0
wavmark,bonafide,E_0000709671,1,1.0
wavmark,bonafide,E_0000735976,0,0.0
wavmark,bonafide,E_0000735976,1,1.0
wavmark,bonafide,E_0000736300,0,0.0
wavmark,bonafide,E_0000736300,1,1.0
wavmark,bonafide,E_0000786443,0,0.0
wavmark,bonafide,E_0000786443,1,1.0
wavmark,bonafide,E_0000791113,0,0.0
wavmark,bonafide,E_0000791113,1,1.0
wavmark,bonafide,E_0000824730,0,0.0
wavmark,bonafide,E_0000824730,1,1.0
wavmark,bonafide,E_0000891828,0,0.0
wavmark,bonafide,E_0000891828,1,1.0
wavmark,bonafide,E_0000957163,0,0.0
wavmark,bonafide,E_0000957163,1,1.0
wavmark,bonafide,E_0001047147,0,0.0
wavmark,bonafide,E_0001047147,1,1.0
wavmark,bonafide,E_0001060500,0,0.0
wavmark,bonafide,E_0001060500,1,1.0
wavmark,bonafide,E_0001164835,0,0.0
wavmark,bonafide,E_0001164835,1,1.0
wavmark,bonafide,E_0001255274,0,0.0
wavmark,bonafide,E_0001255274,1,1.0
wavmark,bonafide,E_0001269259,0,0.0
wavmark,bonafide,E_0001269259,1,1.0
wavmark,bonafide,E_0001270528,0,0.0
wavmark,bonafide,E_0001270528,1,1.0
wavmark,bonafide,E_0001291814,0,0.0
wavmark,bonafide,E_0001291814,1,1.0
wavmark,bonafide,E_0001292524,0,0.0
wavmark,bonafide,E_0001292524,1,1.0
wavmark,bonafide,E_0001316732,0,0.0
wavmark,bonafide,E_0001316732,1,1.0
wavmark,bonafide,E_0001317040,0,0.0
wavmark,bonafide,E_0001317040,1,1.0
wavmark,bonafide,E_0001436097,0,0.0
wavmark,bonafide,E_0001436097,1,1.0
wavmark,bonafide,E_0001436568,0,0.0
wavmark,bonafide,E_0001436568,1,1.0
wavmark,bonafide,E_0001438350,0,0.0
wavmark,bonafide,E_0001438350,1,1.0
wavmark,bonafide,E_0001443220,0,0.0
wavmark,bonafide,E_0001443220,1,1.0
wavmark,bonafide,E_0001521738,0,0.0
wavmark,bonafide,E_0001521738,1,1.0
wavmark,bonafide,E_0001585210,0,0.0
wavmark,bonafide,E_0001585210,1,1.0
wavmark,bonafide,E_0001595909,0,0.0
wavmark,bonafide,E_0001595909,1,1.0
wavmark,bonafide,E_0001664811,0,0.0
wavmark,bonafide,E_0001664811,1,1.0
wavmark,bonafide,E_0001767450,0,0.0
wavmark,bonafide,E_0001767450,1,1.0
wavmark,bonafide,E_0001920630,0,0.0
wavmark,bonafide,E_0001920630,1,1.0
wavmark,bonafide,E_0002000261,0,0.0
wavmark,bonafide,E_0002000261,1,1.0
wavmark,bonafide,E_0002018664,0,0.0
wavmark,bonafide,E_0002018664,1,1.0
wavmark,bonafide,E_0002072198,0,0.0
wavmark,bonafide,E_0002072198,1,1.0
wavmark,bonafide,E_0002138252,0,0.0
wavmark,bonafide,E_0002138252,1,1.0
wavmark,bonafide,E_0002141439,0,0.0
wavmark,bonafide,E_0002141439,1,1.0
wavmark,bonafide,E_0002144931,0,0.0
wavmark,bonafide,E_0002144931,1,1.0
wavmark,bonafide,E_0002159850,0,0.0
wavmark,bonafide,E_0002159850,1,1.0
wavmark,bonafide,E_0002219449,0,0.0
wavmark,bonafide,E_0002219449,1,1.0
wavmark,bonafide,E_0002243055,0,0.0
wavmark,bonafide,E_0002243055,1,1.0
wavmark,bonafide,E_0002276859,0,0.0
wavmark,bonafide,E_0002276859,1,1.0
wavmark,bonafide,E_0002283723,0,0.0
wavmark,bonafide,E_0002283723,1,1.0
wavmark,bonafide,E_0002303766,0,0.0
wavmark,bonafide,E_0002303766,1,1.0
wavmark,bonafide,E_0002462619,0,0.0
wavmark,bonafide,E_0002462619,1,1.0
wavmark,bonafide,E_0002480871,0,0.0
wavmark,bonafide,E_0002480871,1,1.0
wavmark,bonafide,E_0002534133,0,0.0
wavmark,bonafide,E_0002534133,1,1.0
wavmark,bonafide,E_0002630776,0,0.0
wavmark,bonafide,E_0002630776,1,1.0
wavmark,bonafide,E_0002656973,0,0.0
wavmark,bonafide,E_0002656973,1,1.0
wavmark,bonafide,E_0002680054,0,0.0
wavmark,bonafide,E_0002680054,1,1.0
wavmark,bonafide,E_0002725754,0,0.0
wavmark,bonafide,E_0002725754,1,1.0
wavmark,bonafide,E_0002859244,0,0.0
wavmark,bonafide,E_0002859244,1,1.0
wavmark,bonafide,E_0002863972,0,0.0
wavmark,bonafide,E_0002863972,1,1.0
wavmark,bonafide,E_0002886025,0,0.0
wavmark,bonafide,E_0002886025,1,1.0
wavmark,bonafide,E_0002912954,0,0.0
wavmark,bonafide,E_0002912954,1,1.0
wavmark,bonafide,E_0002915842,0,0.0
