model,dataset,stem,label,filter_type,band,score
audioseal,bonafide,E_0000657716,0,bandstop,0-250Hz,0.04140052571892738
audioseal,bonafide,E_0000657716,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000657716,0,bandstop,250-500Hz,0.0443044975399971
audioseal,bonafide,E_0000657716,0,bandpass,250-500Hz,0.03390263020992279
audioseal,bonafide,E_0000657716,0,bandstop,500-1kHz,0.062300827354192734
audioseal,bonafide,E_0000657716,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000657716,0,bandstop,1k-2kHz,0.008284243755042553
audioseal,bonafide,E_0000657716,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000657716,0,bandstop,2k-4kHz,0.007228882517665625
audioseal,bonafide,E_0000657716,0,bandpass,2k-4kHz,0.019451763480901718
audioseal,bonafide,E_0000657716,0,bandstop,4k-8kHz,0.02547353319823742
audioseal,bonafide,E_0000657716,0,bandpass,4k-8kHz,0.07389600574970245
audioseal,bonafide,E_0000657716,1,none,unfiltered,1.0
audioseal,bonafide,E_0000657716,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000657716,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000657716,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000657716,1,bandpass,250-500Hz,0.17174804210662842
audioseal,bonafide,E_0000657716,1,bandstop,500-1kHz,0.5319643616676331
audioseal,bonafide,E_0000657716,1,bandpass,500-1kHz,0.4041138291358948
audioseal,bonafide,E_0000657716,1,bandstop,1k-2kHz,0.06405976414680481
audioseal,bonafide,E_0000657716,1,bandpass,1k-2kHz,0.8272587060928345
audioseal,bonafide,E_0000657716,1,bandstop,2k-4kHz,0.822637140750885
audioseal,bonafide,E_0000657716,1,bandpass,2k-4kHz,0.43763020634651184
audioseal,bonafide,E_0000657716,1,bandstop,4k-8kHz,0.9985583424568176
audioseal,bonafide,E_0000657716,1,bandpass,4k-8kHz,0.11473781615495682
audioseal,spoofed,E_0000014603,0,none,unfiltered,0.0
audioseal,spoofed,E_0000014603,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000014603,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000014603,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000014603,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000014603,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,2k-4kHz,0.005965850781649351
audioseal,spoofed,E_0000014603,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000014603,0,bandpass,4k-8kHz,0.006624151486903429
audioseal,spoofed,E_0000014603,1,none,unfiltered,1.0
audioseal,spoofed,E_0000014603,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000014603,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000014603,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000014603,1,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000014603,1,bandstop,500-1kHz,0.9498182535171509
audioseal,spoofed,E_0000014603,1,bandpass,500-1kHz,0.022121649235486984
audioseal,spoofed,E_0000014603,1,bandstop,1k-2kHz,0.13264760375022888
audioseal,spoofed,E_0000014603,1,bandpass,1k-2kHz,0.9907289147377014
audioseal,spoofed,E_0000014603,1,bandstop,2k-4kHz,0.9236782789230347
audioseal,spoofed,E_0000014603,1,bandpass,2k-4kHz,0.05813618749380112
audioseal,spoofed,E_0000014603,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000014603,1,bandpass,4k-8kHz,0.06344373524188995
audioseal,spoofed,E_0000037116,0,none,unfiltered,0.008640406653285027
audioseal,spoofed,E_0000037116,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000037116,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000037116,0,bandstop,250-500Hz,0.008393538184463978
audioseal,spoofed,E_0000037116,0,bandpass,250-500Hz,0.07005263864994049
audioseal,spoofed,E_0000037116,0,bandstop,500-1kHz,0.00016699945263098925
audioseal,spoofed,E_0000037116,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000037116,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000037116,0,bandpass,1k-2kHz,0.005046288017183542
audioseal,spoofed,E_0000037116,0,bandstop,2k-4kHz,0.007464149501174688
audioseal,spoofed,E_0000037116,0,bandpass,2k-4kHz,0.01623525097966194
audioseal,spoofed,E_0000037116,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000037116,0,bandpass,4k-8kHz,0.06274823099374771
audioseal,spoofed,E_0000037116,1,none,unfiltered,1.0
audioseal,spoofed,E_0000037116,1,bandstop,0-250Hz,0.9992231130599976
audioseal,spoofed,E_0000037116,1,bandpass,0-250Hz,0.0006171719287522137
audioseal,spoofed,E_0000037116,1,bandstop,250-500Hz,0.9964131712913513
audioseal,spoofed,E_0000037116,1,bandpass,250-500Hz,0.13293883204460144
audioseal,spoofed,E_0000037116,1,bandstop,500-1kHz,0.7449918389320374
audioseal,spoofed,E_0000037116,1,bandpass,500-1kHz,0.4603521525859833
audioseal,spoofed,E_0000037116,1,bandstop,1k-2kHz,0.6569395661354065
audioseal,spoofed,E_0000037116,1,bandpass,1k-2kHz,0.7164494395256042
audioseal,spoofed,E_0000037116,1,bandstop,2k-4kHz,0.8871882557868958
audioseal,spoofed,E_0000037116,1,bandpass,2k-4kHz,0.3316391408443451
audioseal,spoofed,E_0000037116,1,bandstop,4k-8kHz,0.9696061015129089
audioseal,spoofed,E_0000037116,1,bandpass,4k-8kHz,0.07893991470336914
audioseal,spoofed,E_0000109302,0,none,unfiltered,0.0017527906456962228
audioseal,spoofed,E_0000109302,0,bandstop,0-250Hz,0.004750985186547041
audioseal,spoofed,E_0000109302,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000109302,0,bandstop,250-500Hz,0.006332450546324253
audioseal,spoofed,E_0000109302,0,bandpass,250-500Hz,0.03133277967572212
audioseal,spoofed,E_0000109302,0,bandstop,500-1kHz,0.012612185440957546
audioseal,spoofed,E_0000109302,0,bandpass,500-1kHz,0.0006391755305230618
audioseal,spoofed,E_0000109302,0,bandstop,1k-2kHz,0.0035121706314384937
audioseal,spoofed,E_0000109302,0,bandpass,1k-2kHz,0.0002569881035014987
audioseal,spoofed,E_0000109302,0,bandstop,2k-4kHz,0.006615796126425266
audioseal,spoofed,E_0000109302,0,bandpass,2k-4kHz,0.02471698448061943
audioseal,spoofed,E_0000109302,0,bandstop,4k-8kHz,0.0026423647068440914
audioseal,spoofed,E_0000109302,0,bandpass,4k-8kHz,0.0116764847189188
audioseal,spoofed,E_0000109302,1,none,unfiltered,1.0
audioseal,spoofed,E_0000109302,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000109302,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000109302,1,bandstop,250-500Hz,0.9996969103813171
audioseal,spoofed,E_0000109302,1,bandpass,250-500Hz,0.006661922205239534
audioseal,spoofed,E_0000109302,1,bandstop,500-1kHz,0.5386931896209717
audioseal,spoofed,E_0000109302,1,bandpass,500-1kHz,0.49633628129959106
audioseal,spoofed,E_0000109302,1,bandstop,1k-2kHz,0.0006787121528759599
audioseal,spoofed,E_0000109302,1,bandpass,1k-2kHz,0.6908762454986572
audioseal,spoofed,E_0000109302,1,bandstop,2k-4kHz,0.7296023964881897
audioseal,spoofed,E_0000109302,1,bandpass,2k-4kHz,0.4933842122554779
audioseal,spoofed,E_0000109302,1,bandstop,4k-8kHz,0.9975223541259766
audioseal,spoofed,E_0000109302,1,bandpass,4k-8kHz,0.006675101350992918
audioseal,spoofed,E_0000168096,0,none,unfiltered,0.009829084388911724
audioseal,spoofed,E_0000168096,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000168096,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000168096,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,500-1kHz,0.008475293405354023
audioseal,spoofed,E_0000168096,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000168096,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,2k-4kHz,0.0027075812686234713
audioseal,spoofed,E_0000168096,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000168096,0,bandpass,4k-8kHz,0.01269178744405508
audioseal,spoofed,E_0000168096,1,none,unfiltered,1.0
audioseal,spoofed,E_0000168096,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000168096,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000168096,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000168096,1,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000168096,1,bandstop,500-1kHz,0.7104862332344055
audioseal,spoofed,E_0000168096,1,bandpass,500-1kHz,0.4417870044708252
audioseal,spoofed,E_0000168096,1,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000168096,1,bandpass,1k-2kHz,0.6632304787635803
audioseal,spoofed,E_0000168096,1,bandstop,2k-4kHz,0.9816392064094543
audioseal,spoofed,E_0000168096,1,bandpass,2k-4kHz,0.2647506892681122
audioseal,spoofed,E_0000168096,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000168096,1,bandpass,4k-8kHz,0.055082354694604874
audioseal,spoofed,E_0000181548,0,none,unfiltered,0.0
audioseal,spoofed,E_0000181548,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000181548,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000181548,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000181548,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000181548,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,2k-4kHz,0.009831092320382595
audioseal,spoofed,E_0000181548,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000181548,0,bandpass,4k-8kHz,0.0
audioseal,spoofed,E_0000181548,1,none,unfiltered,1.0
audioseal,spoofed,E_0000181548,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000181548,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000181548,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000181548,1,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000181548,1,bandstop,500-1kHz,0.9993727803230286
audioseal,spoofed,E_0000181548,1,bandpass,500-1kHz,0.5318124890327454
audioseal,spoofed,E_0000181548,1,bandstop,1k-2kHz,0.04194258898496628
audioseal,spoofed,E_0000181548,1,bandpass,1k-2kHz,0.7674888372421265
audioseal,spoofed,E_0000181548,1,bandstop,2k-4kHz,0.9995697140693665
audioseal,spoofed,E_0000181548,1,bandpass,2k-4kHz,0.00372677156701684
audioseal,spoofed,E_0000181548,1,bandstop,4k-8kHz,0.9999051690101624
audioseal,spoofed,E_0000181548,1,bandpass,4k-8kHz,0.0
audioseal,spoofed,E_0000202886,0,none,unfiltered,0.0006379955448210239
audioseal,spoofed,E_0000202886,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000202886,0,bandpass,0-250Hz,8.699938916834071e-05
audioseal,spoofed,E_0000202886,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000202886,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000202886,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000202886,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000202886,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000202886,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000202886,0,bandstop,2k-4kHz,0.00023924832930788398
audioseal,spoofed,E_0000202886,0,bandpass,2k-4kHz,0.02293158881366253
audioseal,spoofed,E_0000202886,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000202886,0,bandpass,4k-8kHz,0.002965229330584407
audioseal,spoofed,E_0000202886,1,none,unfiltered,1.0
audioseal,spoofed,E_0000202886,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000202886,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000202886,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000202886,1,bandpass,250-500Hz,0.001616738736629486
audioseal,spoofed,E_0000202886,1,bandstop,500-1kHz,0.6468694806098938
audioseal,spoofed,E_0000202886,1,bandpass,500-1kHz,0.4080778956413269
audioseal,spoofed,E_0000202886,1,bandstop,1k-2kHz,0.000964243256021291
audioseal,spoofed,E_0000202886,1,bandpass,1k-2kHz,0.6748325228691101
audioseal,spoofed,E_0000202886,1,bandstop,2k-4kHz,0.9044601917266846
audioseal,spoofed,E_0000202886,1,bandpass,2k-4kHz,0.31480729579925537
audioseal,spoofed,E_0000202886,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000202886,1,bandpass,4k-8kHz,0.0017834875034168363
audioseal,spoofed,E_0000227295,0,none,unfiltered,0.009183792397379875
audioseal,spoofed,E_0000227295,0,bandstop,0-250Hz,0.03327666223049164
audioseal,spoofed,E_0000227295,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000227295,0,bandstop,250-500Hz,0.003083487506955862
audioseal,spoofed,E_0000227295,0,bandpass,250-500Hz,0.0019667649175971746
audioseal,spoofed,E_0000227295,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000227295,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000227295,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000227295,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000227295,0,bandstop,2k-4kHz,0.0036835174541920424
audioseal,spoofed,E_0000227295,0,bandpass,2k-4kHz,0.020759372040629387
audioseal,spoofed,E_0000227295,0,bandstop,4k-8kHz,0.0012167275417596102
audioseal,spoofed,E_0000227295,0,bandpass,4k-8kHz,0.0013500675559043884
audioseal,spoofed,E_0000227295,1,none,unfiltered,1.0
audioseal,spoofed,E_0000227295,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000227295,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000227295,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000227295,1,bandpass,250-500Hz,0.003608513856306672
audioseal,spoofed,E_0000227295,1,bandstop,500-1kHz,0.618314266204834
audioseal,spoofed,E_0000227295,1,bandpass,500-1kHz,0.4179958999156952
audioseal,spoofed,E_0000227295,1,bandstop,1k-2kHz,0.01046719029545784
audioseal,spoofed,E_0000227295,1,bandpass,1k-2kHz,0.6783422231674194
audioseal,spoofed,E_0000227295,1,bandstop,2k-4kHz,0.9394969940185547
audioseal,spoofed,E_0000227295,1,bandpass,2k-4kHz,0.22865310311317444
audioseal,spoofed,E_0000227295,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000227295,1,bandpass,4k-8kHz,0.0025751288048923016
audioseal,spoofed,E_0000243667,0,none,unfiltered,0.000578921870328486
audioseal,spoofed,E_0000243667,0,bandstop,0-250Hz,0.0035677743144333363
audioseal,spoofed,E_0000243667,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000243667,0,bandstop,250-500Hz,0.08228768408298492
audioseal,spoofed,E_0000243667,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000243667,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000243667,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000243667,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000243667,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000243667,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000243667,0,bandpass,2k-4kHz,0.0
audioseal,spoofed,E_0000243667,0,bandstop,4k-8kHz,0.0015617427416145802
audioseal,spoofed,E_0000243667,0,bandpass,4k-8kHz,0.0
audioseal,spoofed,E_0000243667,1,none,unfiltered,1.0
audioseal,spoofed,E_0000243667,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000243667,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000243667,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000243667,1,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000243667,1,bandstop,500-1kHz,0.5100436210632324
audioseal,spoofed,E_0000243667,1,bandpass,500-1kHz,0.5474042892456055
audioseal,spoofed,E_0000243667,1,bandstop,1k-2kHz,0.645928680896759
audioseal,spoofed,E_0000243667,1,bandpass,1k-2kHz,0.5432575941085815
audioseal,spoofed,E_0000243667,1,bandstop,2k-4kHz,0.8740777373313904
audioseal,spoofed,E_0000243667,1,bandpass,2k-4kHz,0.0662798210978508
audioseal,spoofed,E_0000243667,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000243667,1,bandpass,4k-8kHz,0.0
audioseal,spoofed,E_0000292439,0,none,unfiltered,0.002905260305851698
audioseal,spoofed,E_0000292439,0,bandstop,0-250Hz,0.005857488140463829
audioseal,spoofed,E_0000292439,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000292439,0,bandstop,250-500Hz,0.00044283413444645703
audioseal,spoofed,E_0000292439,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000292439,0,bandstop,500-1kHz,0.00012077294377377257
audioseal,spoofed,E_0000292439,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000292439,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000292439,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000292439,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000292439,0,bandpass,2k-4kHz,0.0
audioseal,spoofed,E_0000292439,0,bandstop,4k-8kHz,0.000577026279643178
audioseal,spoofed,E_0000292439,0,bandpass,4k-8kHz,0.004092860966920853
audioseal,spoofed,E_0000292439,1,none,unfiltered,1.0
audioseal,spoofed,E_0000292439,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000292439,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000292439,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000292439,1,bandpass,250-500Hz,0.0859500840306282
audioseal,spoofed,E_0000292439,1,bandstop,500-1kHz,0.6400966048240662
audioseal,spoofed,E_0000292439,1,bandpass,500-1kHz,0.5517445206642151
audioseal,spoofed,E_0000292439,1,bandstop,1k-2kHz,0.02220209315419197
audioseal,spoofed,E_0000292439,1,bandpass,1k-2kHz,0.9413110613822937
audioseal,spoofed,E_0000292439,1,bandstop,2k-4kHz,0.885654866695404
audioseal,spoofed,E_0000292439,1,bandpass,2k-4kHz,0.41275495290756226
audioseal,spoofed,E_0000292439,1,bandstop,4k-8kHz,0.945840060710907
audioseal,spoofed,E_0000292439,1,bandpass,4k-8kHz,0.005676328670233488
audioseal,spoofed,E_0000302173,0,none,unfiltered,0.0
audioseal,spoofed,E_0000302173,0,bandstop,0-250Hz,0.0005392150487750769
audioseal,spoofed,E_0000302173,0,bandpass,0-250Hz,0.013576664961874485
audioseal,spoofed,E_0000302173,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000302173,0,bandpass,250-500Hz,0.010578885674476624
audioseal,spoofed,E_0000302173,0,bandstop,500-1kHz,0.0
audioseal,spoofed,E_0000302173,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000302173,0,bandstop,1k-2kHz,0.0019193488406017423
audioseal,spoofed,E_0000302173,0,bandpass,1k-2kHz,0.00047502279630862176
audioseal,spoofed,E_0000302173,0,bandstop,2k-4kHz,0.00019899602921213955
audioseal,spoofed,E_0000302173,0,bandpass,2k-4kHz,0.0
audioseal,spoofed,E_0000302173,0,bandstop,4k-8kHz,0.0
audioseal,spoofed,E_0000302173,0,bandpass,4k-8kHz,0.05940352380275726
audioseal,spoofed,E_0000302173,1,none,unfiltered,1.0
audioseal,spoofed,E_0000302173,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000302173,1,bandpass,0-250Hz,0.03708387538790703
audioseal,spoofed,E_0000302173,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000302173,1,bandpass,250-500Hz,0.045204196125268936
audioseal,spoofed,E_0000302173,1,bandstop,500-1kHz,0.6616553664207458
audioseal,spoofed,E_0000302173,1,bandpass,500-1kHz,0.4388183355331421
audioseal,spoofed,E_0000302173,1,bandstop,1k-2kHz,0.21866454184055328
audioseal,spoofed,E_0000302173,1,bandpass,1k-2kHz,0.7906433343887329
audioseal,spoofed,E_0000302173,1,bandstop,2k-4kHz,0.977872908115387
audioseal,spoofed,E_0000302173,1,bandpass,2k-4kHz,0.24160043895244598
audioseal,spoofed,E_0000302173,1,bandstop,4k-8kHz,0.9890552163124084
audioseal,spoofed,E_0000302173,1,bandpass,4k-8kHz,0.042283445596694946
audioseal,spoofed,E_0000382391,0,none,unfiltered,0.089911088347435
audioseal,spoofed,E_0000382391,0,bandstop,0-250Hz,0.08011221885681152
audioseal,spoofed,E_0000382391,0,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000382391,0,bandstop,250-500Hz,0.035034697502851486
audioseal,spoofed,E_0000382391,0,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000382391,0,bandstop,500-1kHz,0.03709476441144943
audioseal,spoofed,E_0000382391,0,bandpass,500-1kHz,0.008701073005795479
audioseal,spoofed,E_0000382391,0,bandstop,1k-2kHz,0.0
audioseal,spoofed,E_0000382391,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000382391,0,bandstop,2k-4kHz,0.21099425852298737
audioseal,spoofed,E_0000382391,0,bandpass,2k-4kHz,0.0009622682700864971
audioseal,spoofed,E_0000382391,0,bandstop,4k-8kHz,0.13985416293144226
audioseal,spoofed,E_0000382391,0,bandpass,4k-8kHz,0.07170931249856949
audioseal,spoofed,E_0000382391,1,none,unfiltered,1.0
audioseal,spoofed,E_0000382391,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000382391,1,bandpass,0-250Hz,0.0
audioseal,spoofed,E_0000382391,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000382391,1,bandpass,250-500Hz,0.0
audioseal,spoofed,E_0000382391,1,bandstop,500-1kHz,0.8948416709899902
audioseal,spoofed,E_0000382391,1,bandpass,500-1kHz,0.46993929147720337
audioseal,spoofed,E_0000382391,1,bandstop,1k-2kHz,0.4164859652519226
audioseal,spoofed,E_0000382391,1,bandpass,1k-2kHz,0.9843055605888367
audioseal,spoofed,E_0000382391,1,bandstop,2k-4kHz,0.975075900554657
audioseal,spoofed,E_0000382391,1,bandpass,2k-4kHz,0.36108100414276123
audioseal,spoofed,E_0000382391,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000382391,1,bandpass,4k-8kHz,0.00010842458868864924
audioseal,spoofed,E_0000418142,0,none,unfiltered,0.00555279990658164
audioseal,spoofed,E_0000418142,0,bandstop,0-250Hz,0.006467530503869057
audioseal,spoofed,E_0000418142,0,bandpass,0-250Hz,0.008400059305131435
audioseal,spoofed,E_0000418142,0,bandstop,250-500Hz,0.018352583050727844
audioseal,spoofed,E_0000418142,0,bandpass,250-500Hz,0.006738084368407726
audioseal,spoofed,E_0000418142,0,bandstop,500-1kHz,0.014352248050272465
audioseal,spoofed,E_0000418142,0,bandpass,500-1kHz,0.0
audioseal,spoofed,E_0000418142,0,bandstop,1k-2kHz,0.0019196454668417573
audioseal,spoofed,E_0000418142,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000418142,0,bandstop,2k-4kHz,0.0074595618061721325
audioseal,spoofed,E_0000418142,0,bandpass,2k-4kHz,0.05786636099219322
audioseal,spoofed,E_0000418142,0,bandstop,4k-8kHz,0.009089328348636627
audioseal,spoofed,E_0000418142,0,bandpass,4k-8kHz,0.0
audioseal,spoofed,E_0000418142,1,none,unfiltered,1.0
audioseal,spoofed,E_0000418142,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000418142,1,bandpass,0-250Hz,0.004876414779573679
audioseal,spoofed,E_0000418142,1,bandstop,250-500Hz,0.999201238155365
audioseal,spoofed,E_0000418142,1,bandpass,250-500Hz,0.11550081521272659
audioseal,spoofed,E_0000418142,1,bandstop,500-1kHz,0.6638237237930298
audioseal,spoofed,E_0000418142,1,bandpass,500-1kHz,0.5237797498703003
audioseal,spoofed,E_0000418142,1,bandstop,1k-2kHz,0.032183047384023666
audioseal,spoofed,E_0000418142,1,bandpass,1k-2kHz,0.5787473320960999
audioseal,spoofed,E_0000418142,1,bandstop,2k-4kHz,0.8346850275993347
audioseal,spoofed,E_0000418142,1,bandpass,2k-4kHz,0.15965910255908966
audioseal,spoofed,E_0000418142,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000418142,1,bandpass,4k-8kHz,0.0010306821204721928
audioseal,spoofed,E_0000427470,0,none,unfiltered,0.0
audioseal,spoofed,E_0000427470,0,bandstop,0-250Hz,0.0
audioseal,spoofed,E_0000427470,0,bandpass,0-250Hz,0.00013962970115244389
audioseal,spoofed,E_0000427470,0,bandstop,250-500Hz,0.0
audioseal,spoofed,E_0000427470,0,bandpass,250-500Hz,0.08233265578746796
audioseal,spoofed,E_0000427470,0,bandstop,500-1kHz,0.0283937007188797
audioseal,spoofed,E_0000427470,0,bandpass,500-1kHz,0.00846854131668806
audioseal,spoofed,E_0000427470,0,bandstop,1k-2kHz,0.0017104638973250985
audioseal,spoofed,E_0000427470,0,bandpass,1k-2kHz,0.0
audioseal,spoofed,E_0000427470,0,bandstop,2k-4kHz,0.0
audioseal,spoofed,E_0000427470,0,bandpass,2k-4kHz,0.1112220361828804
audioseal,spoofed,E_0000427470,0,bandstop,4k-8kHz,0.0019687789026647806
audioseal,spoofed,E_0000427470,0,bandpass,4k-8kHz,0.045770615339279175
audioseal,spoofed,E_0000427470,1,none,unfiltered,1.0
audioseal,spoofed,E_0000427470,1,bandstop,0-250Hz,1.0
audioseal,spoofed,E_0000427470,1,bandpass,0-250Hz,0.006681281141936779
audioseal,spoofed,E_0000427470,1,bandstop,250-500Hz,1.0
audioseal,spoofed,E_0000427470,1,bandpass,250-500Hz,0.05620095506310463
audioseal,spoofed,E_0000427470,1,bandstop,500-1kHz,0.9557792544364929
audioseal,spoofed,E_0000427470,1,bandpass,500-1kHz,0.31525593996047974
audioseal,spoofed,E_0000427470,1,bandstop,1k-2kHz,0.3617316782474518
audioseal,spoofed,E_0000427470,1,bandpass,1k-2kHz,0.9122776389122009
audioseal,spoofed,E_0000427470,1,bandstop,2k-4kHz,0.997374951839447
audioseal,spoofed,E_0000427470,1,bandpass,2k-4kHz,0.0638456791639328
audioseal,spoofed,E_0000427470,1,bandstop,4k-8kHz,1.0
audioseal,spoofed,E_0000427470,1,bandpass,4k-8kHz,0.07868831604719162
audioseal,spoofed,E_0000443885,0,none,unfiltered,0.037549544125795364
audioseal,spoofed,E_0000443885,0,bandstop,0-250Hz,0.0032365566585212946
audioseal,spoofed,E_0000443885,0,bandpass,0-250Hz,0.0
